Pokemon, Number, height, weight, HP, Attack, Defense, Sp. Atk, Sp. Def, Speed, total, Sprite
Lopunny,428,1.2,33.3,65,76,84,54,96,105,480,https://play.pokemonshowdown.com/sprites/gen5/lopunny.png
Mismagius,429,0.9,4.4,60,60,60,105,105,105,495,https://play.pokemonshowdown.com/sprites/gen5/mismagius.png
Honchkrow,430,0.9,27.3,100,125,52,105,52,71,505,https://play.pokemonshowdown.com/sprites/gen5/honchkrow.png
Glameow,431,0.5,3.9,49,55,42,42,37,85,310,https://play.pokemonshowdown.com/sprites/gen5/glameow.png
Purugly,432,1,43.8,71,82,64,64,59,112,452,https://play.pokemonshowdown.com/sprites/gen5/purugly.png
Chingling,433,0.2,0.6,45,30,50,65,50,45,285,https://play.pokemonshowdown.com/sprites/gen5/chingling.png
Stunky,434,0.4,19.2,63,63,47,41,41,74,329,https://play.pokemonshowdown.com/sprites/gen5/stunky.png
Skuntank,435,1,38,103,93,67,71,61,84,479,https://play.pokemonshowdown.com/sprites/gen5/skuntank.png
Bronzor,436,0.5,60.5,57,24,86,24,86,23,300,https://play.pokemonshowdown.com/sprites/gen5/bronzor.png
Bronzong,437,1.3,187,67,89,116,79,116,33,500,https://play.pokemonshowdown.com/sprites/gen5/bronzong.png
Bonsly,438,0.5,15,50,80,95,10,45,10,290,https://play.pokemonshowdown.com/sprites/gen5/bonsly.png
Mime Jr.,439,0.6,13,20,25,45,70,90,60,310,https://play.pokemonshowdown.com/sprites/gen5/mimejr.png
Happiny,440,0.6,24.4,100,5,5,15,65,30,220,https://play.pokemonshowdown.com/sprites/gen5/happiny.png
Chatot,441,0.5,1.9,76,65,45,92,42,91,411,https://play.pokemonshowdown.com/sprites/gen5/chatot.png
Spiritomb,442,1,108,50,92,108,92,108,35,485,https://play.pokemonshowdown.com/sprites/gen5/spiritomb.png
Gible,443,0.7,20.5,58,70,45,40,45,42,300,https://play.pokemonshowdown.com/sprites/gen5/gible.png
Gabite,444,1.4,56,68,90,65,50,55,82,410,https://play.pokemonshowdown.com/sprites/gen5/gabite.png
Garchomp,445,1.9,95,108,130,95,80,85,102,600,https://play.pokemonshowdown.com/sprites/gen5/garchomp.png
Munchlax,446,0.6,105,135,85,40,40,85,5,390,https://play.pokemonshowdown.com/sprites/gen5/munchlax.png
Riolu,447,0.7,20.2,40,70,40,35,40,60,285,https://play.pokemonshowdown.com/sprites/gen5/riolu.png
Lucario,448,1.2,54,70,110,70,115,70,90,525,https://play.pokemonshowdown.com/sprites/gen5/lucario.png
Hippopotas,449,0.8,49.5,68,72,78,38,42,32,330,https://play.pokemonshowdown.com/sprites/gen5/hippopotas.png
Hippowdon,450,2,300,108,112,118,68,72,47,525,https://play.pokemonshowdown.com/sprites/gen5/hippowdon.png
Skorupi,451,0.8,12,40,50,90,30,55,65,330,https://play.pokemonshowdown.com/sprites/gen5/skorupi.png
Drapion,452,1.3,61.5,70,90,110,60,75,95,500,https://play.pokemonshowdown.com/sprites/gen5/drapion.png
Croagunk,453,0.7,23,48,61,40,61,40,50,300,https://play.pokemonshowdown.com/sprites/gen5/croagunk.png
Toxicroak,454,1.3,44.4,83,106,65,86,65,85,490,https://play.pokemonshowdown.com/sprites/gen5/toxicroak.png
Carnivine,455,1.4,27,74,100,72,90,72,46,454,https://play.pokemonshowdown.com/sprites/gen5/carnivine.png
Finneon,456,0.4,7,49,49,56,49,61,66,330,https://play.pokemonshowdown.com/sprites/gen5/finneon.png
Lumineon,457,1.2,24,69,69,76,69,86,91,460,https://play.pokemonshowdown.com/sprites/gen5/lumineon.png
Mantyke,458,1,65,45,20,50,60,120,50,345,https://play.pokemonshowdown.com/sprites/gen5/mantyke.png
Snover,459,1,50.5,60,62,50,62,60,40,334,https://play.pokemonshowdown.com/sprites/gen5/snover.png
Abomasnow,460,2.2,135.5,90,92,75,92,85,60,494,https://play.pokemonshowdown.com/sprites/gen5/abomasnow.png
Weavile,461,1.1,34,70,120,65,45,85,125,510,https://play.pokemonshowdown.com/sprites/gen5/weavile.png
Magnezone,462,1.2,180,70,70,115,130,90,60,535,https://play.pokemonshowdown.com/sprites/gen5/magnezone.png
Lickilicky,463,1.7,140,110,85,95,80,95,50,515,https://play.pokemonshowdown.com/sprites/gen5/lickilicky.png
Rhyperior,464,2.4,282.8,115,140,130,55,55,40,535,https://play.pokemonshowdown.com/sprites/gen5/rhyperior.png
Tangrowth,465,2,128.6,100,100,125,110,50,50,535,https://play.pokemonshowdown.com/sprites/gen5/tangrowth.png
Electivire,466,1.8,138.6,75,123,67,95,85,95,540,https://play.pokemonshowdown.com/sprites/gen5/electivire.png
Magmortar,467,1.6,68,75,95,67,125,95,83,540,https://play.pokemonshowdown.com/sprites/gen5/magmortar.png
Togekiss,468,1.5,38,85,50,95,120,115,80,545,https://play.pokemonshowdown.com/sprites/gen5/togekiss.png
Yanmega,469,1.9,51.5,86,76,86,116,56,95,515,https://play.pokemonshowdown.com/sprites/gen5/yanmega.png
Leafeon,470,1,25.5,65,110,130,60,65,95,525,https://play.pokemonshowdown.com/sprites/gen5/leafeon.png
Glaceon,471,0.8,25.9,65,60,110,130,95,65,525,https://play.pokemonshowdown.com/sprites/gen5/glaceon.png
Gliscor,472,2,42.5,75,95,125,45,75,95,510,https://play.pokemonshowdown.com/sprites/gen5/gliscor.png
Mamoswine,473,2.5,291,110,130,80,70,60,80,530,https://play.pokemonshowdown.com/sprites/gen5/mamoswine.png
Porygon-Z,474,0.9,34,85,80,70,135,75,90,535,https://play.pokemonshowdown.com/sprites/gen5/porygonz.png
Gallade,475,1.6,52,68,125,65,65,115,80,518,https://play.pokemonshowdown.com/sprites/gen5/gallade.png
Probopass,476,1.4,340,60,55,145,75,150,40,525,https://play.pokemonshowdown.com/sprites/gen5/probopass.png
Dusknoir,477,2.2,106.6,45,100,135,65,135,45,525,https://play.pokemonshowdown.com/sprites/gen5/dusknoir.png
Froslass,478,1.3,26.6,70,80,70,80,70,110,480,https://play.pokemonshowdown.com/sprites/gen5/froslass.png
Rotom,479,0.3,0.3,50,50,77,95,77,91,440,https://play.pokemonshowdown.com/sprites/gen5/rotom.png
Uxie,480,0.3,0.3,75,75,130,75,130,95,580,https://play.pokemonshowdown.com/sprites/gen5/uxie.png
Mesprit,481,0.3,0.3,80,105,105,105,105,80,580,https://play.pokemonshowdown.com/sprites/gen5/mesprit.png
Azelf,482,0.3,0.3,75,125,70,125,70,115,580,https://play.pokemonshowdown.com/sprites/gen5/azelf.png
Dialga,483,5.4,683,100,120,120,150,100,90,680,https://play.pokemonshowdown.com/sprites/gen5/dialga.png
Palkia,484,4.2,336,90,120,100,150,120,100,680,https://play.pokemonshowdown.com/sprites/gen5/palkia.png
Heatran,485,1.7,430,91,90,106,130,106,77,600,https://play.pokemonshowdown.com/sprites/gen5/heatran.png
Regigigas,486,3.7,420,110,160,110,80,110,100,670,https://play.pokemonshowdown.com/sprites/gen5/regigigas.png
Giratina,487,4.5,750,150,100,120,100,120,90,680,https://play.pokemonshowdown.com/sprites/gen5/giratina.png
Cresselia,488,1.5,85.6,120,70,110,75,120,85,580,https://play.pokemonshowdown.com/sprites/gen5/cresselia.png
Phione,489,0.4,3.1,80,80,80,80,80,80,480,https://play.pokemonshowdown.com/sprites/gen5/phione.png
Manaphy,490,0.3,1.4,100,100,100,100,100,100,600,https://play.pokemonshowdown.com/sprites/gen5/manaphy.png
Darkrai,491,1.5,50.5,70,90,90,135,90,125,600,https://play.pokemonshowdown.com/sprites/gen5/darkrai.png
Shaymin,492,0.2,2.1,100,100,100,100,100,100,600,https://play.pokemonshowdown.com/sprites/gen5/shaymin.png
Arceus,493,3.2,320,120,120,120,120,120,120,720,https://play.pokemonshowdown.com/sprites/gen5/arceus.png
Victini,494,0.4,4,100,100,100,100,100,100,600,https://play.pokemonshowdown.com/sprites/gen5/victini.png
Snivy,495,0.6,8.1,45,45,55,45,55,63,308,https://play.pokemonshowdown.com/sprites/gen5/snivy.png
Servine,496,0.8,16,60,60,75,60,75,83,413,https://play.pokemonshowdown.com/sprites/gen5/servine.png
Serperior,497,3.3,63,75,75,95,75,95,113,528,https://play.pokemonshowdown.com/sprites/gen5/serperior.png
Tepig,498,0.5,9.9,65,63,45,45,45,45,308,https://play.pokemonshowdown.com/sprites/gen5/tepig.png
Pignite,499,1,55.5,90,93,55,70,55,55,418,https://play.pokemonshowdown.com/sprites/gen5/pignite.png
Emboar,500,1.6,150,110,123,65,100,65,65,528,https://play.pokemonshowdown.com/sprites/gen5/emboar.png
Oshawott,501,0.5,5.9,55,55,45,63,45,45,308,https://play.pokemonshowdown.com/sprites/gen5/oshawott.png
Dewott,502,0.8,24.5,75,75,60,83,60,60,413,https://play.pokemonshowdown.com/sprites/gen5/dewott.png
Samurott,503,1.5,94.6,95,100,85,108,70,70,528,https://play.pokemonshowdown.com/sprites/gen5/samurott.png
Samurott-Hisui,503,1.5,58.2,90,108,80,100,65,85,528,https://play.pokemonshowdown.com/sprites/gen5/samurott-hisui.png
Patrat,504,0.5,11.6,45,55,39,35,39,42,255,https://play.pokemonshowdown.com/sprites/gen5/patrat.png
Watchog,505,1.1,27,60,85,69,60,69,77,420,https://play.pokemonshowdown.com/sprites/gen5/watchog.png
Lillipup,506,0.4,4.1,45,60,45,25,45,55,275,https://play.pokemonshowdown.com/sprites/gen5/lillipup.png
Herdier,507,0.9,14.7,65,80,65,35,65,60,370,https://play.pokemonshowdown.com/sprites/gen5/herdier.png
Stoutland,508,1.2,61,85,110,90,45,90,80,500,https://play.pokemonshowdown.com/sprites/gen5/stoutland.png
Purrloin,509,0.4,10.1,41,50,37,50,37,66,281,https://play.pokemonshowdown.com/sprites/gen5/purrloin.png
Liepard,510,1.1,37.5,64,88,50,88,50,106,446,https://play.pokemonshowdown.com/sprites/gen5/liepard.png
Pansage,511,0.6,10.5,50,53,48,53,48,64,316,https://play.pokemonshowdown.com/sprites/gen5/pansage.png
Simisage,512,1.1,30.5,75,98,63,98,63,101,498,https://play.pokemonshowdown.com/sprites/gen5/simisage.png
Pansear,513,0.6,11,50,53,48,53,48,64,316,https://play.pokemonshowdown.com/sprites/gen5/pansear.png
Simisear,514,1,28,75,98,63,98,63,101,498,https://play.pokemonshowdown.com/sprites/gen5/simisear.png
Panpour,515,0.6,13.5,50,53,48,53,48,64,316,https://play.pokemonshowdown.com/sprites/gen5/panpour.png
Simipour,516,1,29,75,98,63,98,63,101,498,https://play.pokemonshowdown.com/sprites/gen5/simipour.png
Munna,517,0.6,23.3,76,25,45,67,55,24,292,https://play.pokemonshowdown.com/sprites/gen5/munna.png
Musharna,518,1.1,60.5,116,55,85,107,95,29,487,https://play.pokemonshowdown.com/sprites/gen5/musharna.png
Pidove,519,0.3,2.1,50,55,50,36,30,43,264,https://play.pokemonshowdown.com/sprites/gen5/pidove.png
Tranquill,520,0.6,15,62,77,62,50,42,65,358,https://play.pokemonshowdown.com/sprites/gen5/tranquill.png
Unfezant,521,1.2,29,80,115,80,65,55,93,488,https://play.pokemonshowdown.com/sprites/gen5/unfezant.png
Blitzle,522,0.8,29.8,45,60,32,50,32,76,295,https://play.pokemonshowdown.com/sprites/gen5/blitzle.png
Zebstrika,523,1.6,79.5,75,100,63,80,63,116,497,https://play.pokemonshowdown.com/sprites/gen5/zebstrika.png
Roggenrola,524,0.4,18,55,75,85,25,25,15,280,https://play.pokemonshowdown.com/sprites/gen5/roggenrola.png
Boldore,525,0.9,102,70,105,105,50,40,20,390,https://play.pokemonshowdown.com/sprites/gen5/boldore.png
Gigalith,526,1.7,260,85,135,130,60,80,25,515,https://play.pokemonshowdown.com/sprites/gen5/gigalith.png
Woobat,527,0.4,2.1,65,45,43,55,43,72,323,https://play.pokemonshowdown.com/sprites/gen5/woobat.png
Swoobat,528,0.9,10.5,67,57,55,77,55,114,425,https://play.pokemonshowdown.com/sprites/gen5/swoobat.png
Drilbur,529,0.3,8.5,60,85,40,30,45,68,328,https://play.pokemonshowdown.com/sprites/gen5/drilbur.png
Excadrill,530,0.7,40.4,110,135,60,50,65,88,508,https://play.pokemonshowdown.com/sprites/gen5/excadrill.png
Audino,531,1.1,31,103,60,86,60,86,50,445,https://play.pokemonshowdown.com/sprites/gen5/audino.png
Timburr,532,0.6,12.5,75,80,55,25,35,35,305,https://play.pokemonshowdown.com/sprites/gen5/timburr.png
Gurdurr,533,1.2,40,85,105,85,40,50,40,405,https://play.pokemonshowdown.com/sprites/gen5/gurdurr.png
Conkeldurr,534,1.4,87,105,140,95,55,65,45,505,https://play.pokemonshowdown.com/sprites/gen5/conkeldurr.png
Tympole,535,0.5,4.5,50,50,40,50,40,64,294,https://play.pokemonshowdown.com/sprites/gen5/tympole.png
Palpitoad,536,0.8,17,75,65,55,65,55,69,384,https://play.pokemonshowdown.com/sprites/gen5/palpitoad.png
Seismitoad,537,1.5,62,105,95,75,85,75,74,509,https://play.pokemonshowdown.com/sprites/gen5/seismitoad.png
Throh,538,1.3,55.5,120,100,85,30,85,45,465,https://play.pokemonshowdown.com/sprites/gen5/throh.png
Sawk,539,1.4,51,75,125,75,30,75,85,465,https://play.pokemonshowdown.com/sprites/gen5/sawk.png
Sewaddle,540,0.3,2.5,45,53,70,40,60,42,310,https://play.pokemonshowdown.com/sprites/gen5/sewaddle.png
Swadloon,541,0.5,7.3,55,63,90,50,80,42,380,https://play.pokemonshowdown.com/sprites/gen5/swadloon.png
Leavanny,542,1.2,20.5,75,103,80,70,80,92,500,https://play.pokemonshowdown.com/sprites/gen5/leavanny.png
Venipede,543,0.4,5.3,30,45,59,30,39,57,260,https://play.pokemonshowdown.com/sprites/gen5/venipede.png
Whirlipede,544,1.2,58.5,40,55,99,40,79,47,360,https://play.pokemonshowdown.com/sprites/gen5/whirlipede.png
Scolipede,545,2.5,200.5,60,100,89,55,69,112,485,https://play.pokemonshowdown.com/sprites/gen5/scolipede.png
Cottonee,546,0.3,0.6,40,27,60,37,50,66,280,https://play.pokemonshowdown.com/sprites/gen5/cottonee.png
Whimsicott,547,0.7,6.6,60,67,85,77,75,116,480,https://play.pokemonshowdown.com/sprites/gen5/whimsicott.png
Petilil,548,0.5,6.6,45,35,50,70,50,30,280,https://play.pokemonshowdown.com/sprites/gen5/petilil.png
Lilligant,549,1.1,16.3,70,60,75,110,75,90,480,https://play.pokemonshowdown.com/sprites/gen5/lilligant.png
Lilligant-Hisui,549,1.2,19.2,70,105,75,50,75,105,480,https://play.pokemonshowdown.com/sprites/gen5/lilligant-hisui.png
Basculin,550,1,18,70,92,65,80,55,98,460,https://play.pokemonshowdown.com/sprites/gen5/basculin.png
Basculin-White-Striped,550,1,18,70,92,65,80,55,98,460,https://play.pokemonshowdown.com/sprites/gen5/basculin-whitestriped.png
Sandile,551,0.7,15.2,50,72,35,35,35,65,292,https://play.pokemonshowdown.com/sprites/gen5/sandile.png
Krokorok,552,1,33.4,60,82,45,45,45,74,351,https://play.pokemonshowdown.com/sprites/gen5/krokorok.png
Krookodile,553,1.5,96.3,95,117,80,65,70,92,519,https://play.pokemonshowdown.com/sprites/gen5/krookodile.png
Darumaka,554,0.6,37.5,70,90,45,15,45,50,315,https://play.pokemonshowdown.com/sprites/gen5/darumaka.png
Darumaka-Galar,554,0.7,40,70,90,45,15,45,50,315,https://play.pokemonshowdown.com/sprites/gen5/darumaka-galar.png
Darmanitan,555,1.3,92.9,105,140,55,30,55,95,480,https://play.pokemonshowdown.com/sprites/gen5/darmanitan.png
Darmanitan-Galar,555,1.7,120,105,140,55,30,55,95,480,https://play.pokemonshowdown.com/sprites/gen5/darmanitan-galar.png
Maractus,556,1,28,75,86,67,106,67,60,461,https://play.pokemonshowdown.com/sprites/gen5/maractus.png
Dwebble,557,0.3,14.5,50,65,85,35,35,55,325,https://play.pokemonshowdown.com/sprites/gen5/dwebble.png
Crustle,558,1.4,200,70,105,125,65,75,45,485,https://play.pokemonshowdown.com/sprites/gen5/crustle.png
Scraggy,559,0.6,11.8,50,75,70,35,70,48,348,https://play.pokemonshowdown.com/sprites/gen5/scraggy.png
Scrafty,560,1.1,30,65,90,115,45,115,58,488,https://play.pokemonshowdown.com/sprites/gen5/scrafty.png
Sigilyph,561,1.4,14,72,58,80,103,80,97,490,https://play.pokemonshowdown.com/sprites/gen5/sigilyph.png
Yamask,562,0.5,1.5,38,30,85,55,65,30,303,https://play.pokemonshowdown.com/sprites/gen5/yamask.png
Yamask-Galar,562,0.5,1.5,38,55,85,30,65,30,303,https://play.pokemonshowdown.com/sprites/gen5/yamask-galar.png
Cofagrigus,563,1.7,76.5,58,50,145,95,105,30,483,https://play.pokemonshowdown.com/sprites/gen5/cofagrigus.png
Tirtouga,564,0.7,16.5,54,78,103,53,45,22,355,https://play.pokemonshowdown.com/sprites/gen5/tirtouga.png
Carracosta,565,1.2,81,74,108,133,83,65,32,495,https://play.pokemonshowdown.com/sprites/gen5/carracosta.png
Archen,566,0.5,9.5,55,112,45,74,45,70,401,https://play.pokemonshowdown.com/sprites/gen5/archen.png
Archeops,567,1.4,32,75,140,65,112,65,110,567,https://play.pokemonshowdown.com/sprites/gen5/archeops.png
Trubbish,568,0.6,31,50,50,62,40,62,65,329,https://play.pokemonshowdown.com/sprites/gen5/trubbish.png
Garbodor,569,1.9,107.3,80,95,82,60,82,75,474,https://play.pokemonshowdown.com/sprites/gen5/garbodor.png
Zorua,570,0.7,12.5,40,65,40,80,40,65,330,https://play.pokemonshowdown.com/sprites/gen5/zorua.png
Zorua-Hisui,570,0.7,12.5,35,60,40,85,40,70,330,https://play.pokemonshowdown.com/sprites/gen5/zorua-hisui.png
Zoroark,571,1.6,81.1,60,105,60,120,60,105,510,https://play.pokemonshowdown.com/sprites/gen5/zoroark.png
Zoroark-Hisui,571,1.6,73,55,100,60,125,60,110,510,https://play.pokemonshowdown.com/sprites/gen5/zoroark-hisui.png
Minccino,572,0.4,5.8,55,50,40,40,40,75,300,https://play.pokemonshowdown.com/sprites/gen5/minccino.png
Cinccino,573,0.5,7.5,75,95,60,65,60,115,470,https://play.pokemonshowdown.com/sprites/gen5/cinccino.png
Gothita,574,0.4,5.8,45,30,50,55,65,45,290,https://play.pokemonshowdown.com/sprites/gen5/gothita.png
Gothorita,575,0.7,18,60,45,70,75,85,55,390,https://play.pokemonshowdown.com/sprites/gen5/gothorita.png
Gothitelle,576,1.5,44,70,55,95,95,110,65,490,https://play.pokemonshowdown.com/sprites/gen5/gothitelle.png
Solosis,577,0.3,1,45,30,40,105,50,20,290,https://play.pokemonshowdown.com/sprites/gen5/solosis.png
Duosion,578,0.6,8,65,40,50,125,60,30,370,https://play.pokemonshowdown.com/sprites/gen5/duosion.png
Reuniclus,579,1,20.1,110,65,75,125,85,30,490,https://play.pokemonshowdown.com/sprites/gen5/reuniclus.png
Ducklett,580,0.5,5.5,62,44,50,44,50,55,305,https://play.pokemonshowdown.com/sprites/gen5/ducklett.png
Swanna,581,1.3,24.2,75,87,63,87,63,98,473,https://play.pokemonshowdown.com/sprites/gen5/swanna.png
Vanillite,582,0.4,5.7,36,50,50,65,60,44,305,https://play.pokemonshowdown.com/sprites/gen5/vanillite.png
Vanillish,583,1.1,41,51,65,65,80,75,59,395,https://play.pokemonshowdown.com/sprites/gen5/vanillish.png
Vanilluxe,584,1.3,57.5,71,95,85,110,95,79,535,https://play.pokemonshowdown.com/sprites/gen5/vanilluxe.png
Deerling,585,0.6,19.5,60,60,50,40,50,75,335,https://play.pokemonshowdown.com/sprites/gen5/deerling.png
Sawsbuck,586,1.9,92.5,80,100,70,60,70,95,475,https://play.pokemonshowdown.com/sprites/gen5/sawsbuck.png
Emolga,587,0.4,5,55,75,60,75,60,103,428,https://play.pokemonshowdown.com/sprites/gen5/emolga.png
Karrablast,588,0.5,5.9,50,75,45,40,45,60,315,https://play.pokemonshowdown.com/sprites/gen5/karrablast.png
Escavalier,589,1,33,70,135,105,60,105,20,495,https://play.pokemonshowdown.com/sprites/gen5/escavalier.png
Foongus,590,0.2,1,69,55,45,55,55,15,294,https://play.pokemonshowdown.com/sprites/gen5/foongus.png
Amoonguss,591,0.6,10.5,114,85,70,85,80,30,464,https://play.pokemonshowdown.com/sprites/gen5/amoonguss.png
Frillish,592,1.2,33,55,40,50,65,85,40,335,https://play.pokemonshowdown.com/sprites/gen5/frillish.png
Jellicent,593,2.2,135,100,60,70,85,105,60,480,https://play.pokemonshowdown.com/sprites/gen5/jellicent.png
Alomomola,594,1.2,31.6,165,75,80,40,45,65,470,https://play.pokemonshowdown.com/sprites/gen5/alomomola.png
Joltik,595,0.1,0.6,50,47,50,57,50,65,319,https://play.pokemonshowdown.com/sprites/gen5/joltik.png
Galvantula,596,0.8,14.3,70,77,60,97,60,108,472,https://play.pokemonshowdown.com/sprites/gen5/galvantula.png
Ferroseed,597,0.6,18.8,44,50,91,24,86,10,305,https://play.pokemonshowdown.com/sprites/gen5/ferroseed.png
Ferrothorn,598,1,110,74,94,131,54,116,20,489,https://play.pokemonshowdown.com/sprites/gen5/ferrothorn.png
Klink,599,0.3,21,40,55,70,45,60,30,300,https://play.pokemonshowdown.com/sprites/gen5/klink.png
Klang,600,0.6,51,60,80,95,70,85,50,440,https://play.pokemonshowdown.com/sprites/gen5/klang.png
Klinklang,601,0.6,81,60,100,115,70,85,90,520,https://play.pokemonshowdown.com/sprites/gen5/klinklang.png
Tynamo,602,0.2,0.3,35,55,40,45,40,60,275,https://play.pokemonshowdown.com/sprites/gen5/tynamo.png
Eelektrik,603,1.2,22,65,85,70,75,70,40,405,https://play.pokemonshowdown.com/sprites/gen5/eelektrik.png
Eelektross,604,2.1,80.5,85,115,80,105,80,50,515,https://play.pokemonshowdown.com/sprites/gen5/eelektross.png
Elgyem,605,0.5,9,55,55,55,85,55,30,335,https://play.pokemonshowdown.com/sprites/gen5/elgyem.png
Beheeyem,606,1,34.5,75,75,75,125,95,40,485,https://play.pokemonshowdown.com/sprites/gen5/beheeyem.png
Litwick,607,0.3,3.1,50,30,55,65,55,20,275,https://play.pokemonshowdown.com/sprites/gen5/litwick.png
Lampent,608,0.6,13,60,40,60,95,60,55,370,https://play.pokemonshowdown.com/sprites/gen5/lampent.png
Chandelure,609,1,34.3,60,55,90,145,90,80,520,https://play.pokemonshowdown.com/sprites/gen5/chandelure.png
Axew,610,0.6,18,46,87,60,30,40,57,320,https://play.pokemonshowdown.com/sprites/gen5/axew.png
Fraxure,611,1,36,66,117,70,40,50,67,410,https://play.pokemonshowdown.com/sprites/gen5/fraxure.png
Haxorus,612,1.8,105.5,76,147,90,60,70,97,540,https://play.pokemonshowdown.com/sprites/gen5/haxorus.png
Cubchoo,613,0.5,8.5,55,70,40,60,40,40,305,https://play.pokemonshowdown.com/sprites/gen5/cubchoo.png
Beartic,614,2.6,260,95,130,80,70,80,50,505,https://play.pokemonshowdown.com/sprites/gen5/beartic.png
Cryogonal,615,1.1,148,80,50,50,95,135,105,515,https://play.pokemonshowdown.com/sprites/gen5/cryogonal.png
Shelmet,616,0.4,7.7,50,40,85,40,65,25,305,https://play.pokemonshowdown.com/sprites/gen5/shelmet.png
Accelgor,617,0.8,25.3,80,70,40,100,60,145,495,https://play.pokemonshowdown.com/sprites/gen5/accelgor.png
Stunfisk,618,0.7,11,109,66,84,81,99,32,471,https://play.pokemonshowdown.com/sprites/gen5/stunfisk.png
Stunfisk-Galar,618,0.7,20.5,109,81,99,66,84,32,471,https://play.pokemonshowdown.com/sprites/gen5/stunfisk-galar.png
Mienfoo,619,0.9,20,45,85,50,55,50,65,350,https://play.pokemonshowdown.com/sprites/gen5/mienfoo.png
Mienshao,620,1.4,35.5,65,125,60,95,60,105,510,https://play.pokemonshowdown.com/sprites/gen5/mienshao.png
Druddigon,621,1.6,139,77,120,90,60,90,48,485,https://play.pokemonshowdown.com/sprites/gen5/druddigon.png
Golett,622,1,92,59,74,50,35,50,35,303,https://play.pokemonshowdown.com/sprites/gen5/golett.png
Golurk,623,2.8,330,89,124,80,55,80,55,483,https://play.pokemonshowdown.com/sprites/gen5/golurk.png
Pawniard,624,0.5,10.2,45,85,70,40,40,60,340,https://play.pokemonshowdown.com/sprites/gen5/pawniard.png
Bisharp,625,1.6,70,65,125,100,60,70,70,490,https://play.pokemonshowdown.com/sprites/gen5/bisharp.png
Bouffalant,626,1.6,94.6,95,110,95,40,95,55,490,https://play.pokemonshowdown.com/sprites/gen5/bouffalant.png
Rufflet,627,0.5,10.5,70,83,50,37,50,60,350,https://play.pokemonshowdown.com/sprites/gen5/rufflet.png
Braviary,628,1.5,41,100,123,75,57,75,80,510,https://play.pokemonshowdown.com/sprites/gen5/braviary.png
Braviary-Hisui,628,1.7,43.4,110,83,70,112,70,65,510,https://play.pokemonshowdown.com/sprites/gen5/braviary-hisui.png
Vullaby,629,0.5,9,70,55,75,45,65,60,370,https://play.pokemonshowdown.com/sprites/gen5/vullaby.png
Mandibuzz,630,1.2,39.5,110,65,105,55,95,80,510,https://play.pokemonshowdown.com/sprites/gen5/mandibuzz.png
Heatmor,631,1.4,58,85,97,66,105,66,65,484,https://play.pokemonshowdown.com/sprites/gen5/heatmor.png
Durant,632,0.3,33,58,109,112,48,48,109,484,https://play.pokemonshowdown.com/sprites/gen5/durant.png
Deino,633,0.8,17.3,52,65,50,45,50,38,300,https://play.pokemonshowdown.com/sprites/gen5/deino.png
Zweilous,634,1.4,50,72,85,70,65,70,58,420,https://play.pokemonshowdown.com/sprites/gen5/zweilous.png
Hydreigon,635,1.8,160,92,105,90,125,90,98,600,https://play.pokemonshowdown.com/sprites/gen5/hydreigon.png
Larvesta,636,1.1,28.8,55,85,55,50,55,60,360,https://play.pokemonshowdown.com/sprites/gen5/larvesta.png
Volcarona,637,1.6,46,85,60,65,135,105,100,550,https://play.pokemonshowdown.com/sprites/gen5/volcarona.png
Cobalion,638,2.1,250,91,90,129,90,72,108,580,https://play.pokemonshowdown.com/sprites/gen5/cobalion.png
Terrakion,639,1.9,260,91,129,90,72,90,108,580,https://play.pokemonshowdown.com/sprites/gen5/terrakion.png
Virizion,640,2,200,91,90,72,90,129,108,580,https://play.pokemonshowdown.com/sprites/gen5/virizion.png
Tornadus,641,1.5,63,79,115,70,125,80,111,580,https://play.pokemonshowdown.com/sprites/gen5/tornadus.png
Thundurus,642,1.5,61,79,115,70,125,80,111,580,https://play.pokemonshowdown.com/sprites/gen5/thundurus.png
Reshiram,643,3.2,330,100,120,100,150,120,90,680,https://play.pokemonshowdown.com/sprites/gen5/reshiram.png
Zekrom,644,2.9,345,100,150,120,120,100,90,680,https://play.pokemonshowdown.com/sprites/gen5/zekrom.png
Landorus,645,1.5,68,89,125,90,115,80,101,600,https://play.pokemonshowdown.com/sprites/gen5/landorus.png
Kyurem,646,3,325,125,130,90,130,90,95,660,https://play.pokemonshowdown.com/sprites/gen5/kyurem.png
Keldeo,647,1.4,48.5,91,72,90,129,90,108,580,https://play.pokemonshowdown.com/sprites/gen5/keldeo.png
Meloetta,648,0.6,6.5,100,77,77,128,128,90,600,https://play.pokemonshowdown.com/sprites/gen5/meloetta.png
Genesect,649,1.5,82.5,71,120,95,120,95,99,600,https://play.pokemonshowdown.com/sprites/gen5/genesect.png
Chespin,650,0.4,9,56,61,65,48,45,38,313,https://play.pokemonshowdown.com/sprites/gen5/chespin.png
Quilladin,651,0.7,29,61,78,95,56,58,57,405,https://play.pokemonshowdown.com/sprites/gen5/quilladin.png
Chesnaught,652,1.6,90,88,107,122,74,75,64,530,https://play.pokemonshowdown.com/sprites/gen5/chesnaught.png
Fennekin,653,0.4,9.4,40,45,40,62,60,60,307,https://play.pokemonshowdown.com/sprites/gen5/fennekin.png
Braixen,654,1,14.5,59,59,58,90,70,73,409,https://play.pokemonshowdown.com/sprites/gen5/braixen.png
