Pokemon, Move, Source 
Kricketot,String Shot,Past generation only
Kricketot,Uproar,Past generation only
Kricketune,Fury Cutter,level 1
Kricketune,Growl,level 1
Kricketune,Tackle,level 1
Kricketune,Absorb,level 14
Kricketune,Sing,level 18
Kricketune,Focus Energy,level 22
Kricketune,Slash,level 26
Kricketune,X-Scissor,level 30
Kricketune,Screech,level 34
Kricketune,Fell Stinger,level 36
Kricketune,Taunt,level 38
Kricketune,Night Slash,level 42
Kricketune,Sticky Web,level 44
Kricketune,Bug Buzz,level 46
Kricketune,Perish Song,level 50
Kricketune,Struggle Bug,level 6
Kricketune,Bug Bite,level 16
Kricketune,Aerial Ace,TM
Kricketune,Baton Pass,TM
Kricketune,Brick Break,TM
Kricketune,Bug Buzz,TM
Kricketune,Endure,TM
Kricketune,Facade,TM
Kricketune,False Swipe,TM
Kricketune,Giga Drain,TM
Kricketune,Giga Impact,TM
Kricketune,Helping Hand,TM
Kricketune,Hyper Beam,TM
Kricketune,Hyper Voice,TM
Kricketune,Leech Life,TM
Kricketune,Pounce,TM
Kricketune,Protect,TM
Kricketune,Rain Dance,TM
Kricketune,Rest,TM
Kricketune,Sleep Talk,TM
Kricketune,Struggle Bug,TM
Kricketune,Substitute,TM
Kricketune,Sunny Day,TM
Kricketune,Swords Dance,TM
Kricketune,Take Down,TM
Kricketune,Taunt,TM
Kricketune,Tera Blast,TM
Kricketune,Trailblaze,TM
Kricketune,X-Scissor,TM
Kricketune,Attract,Past generation only
Kricketune,Bide,Past generation only
Kricketune,Captivate,Past generation only
Kricketune,Confide,Past generation only
Kricketune,Cut,Past generation only
Kricketune,Double Team,Past generation only
Kricketune,Echoed Voice,Past generation only
Kricketune,Endeavor,Past generation only
Kricketune,Flash,Past generation only
Kricketune,Frustration,Past generation only
Kricketune,Heal Bell,Past generation only
Kricketune,Hidden Power,Past generation only
Kricketune,Hone Claws,Past generation only
Kricketune,Infestation,Past generation only
Kricketune,Knock Off,Past generation only
Kricketune,Laser Focus,Past generation only
Kricketune,Mud-Slap,Past generation only
Kricketune,Natural Gift,Past generation only
Kricketune,Power-Up Punch,Past generation only
Kricketune,Return,Past generation only
Kricketune,Rock Smash,Past generation only
Kricketune,Round,Past generation only
Kricketune,Secret Power,Past generation only
Kricketune,Silver Wind,Past generation only
Kricketune,Snore,Past generation only
Kricketune,Strength,Past generation only
Kricketune,String Shot,Past generation only
Kricketune,Swagger,Past generation only
Kricketune,Throat Chop,Past generation only
Kricketune,Toxic,Past generation only
Kricketune,Uproar,Past generation only
Shinx,Leer,level 1
Shinx,Tackle,level 1
Shinx,Thunder Shock,level 4
Shinx,Charge,level 8
Shinx,Bite,level 12
Shinx,Spark,level 16
Shinx,Roar,level 20
Shinx,Volt Switch,level 24
Shinx,Scary Face,level 28
Shinx,Thunder Wave,level 32
Shinx,Crunch,level 36
Shinx,Discharge,level 40
Shinx,Swagger,level 44
Shinx,Wild Charge,level 48
Shinx,Charge Beam,TM
Shinx,Confuse Ray,TM
Shinx,Crunch,TM
Shinx,Eerie Impulse,TM
Shinx,Electric Terrain,TM
Shinx,Electro Ball,TM
Shinx,Endure,TM
Shinx,Facade,TM
Shinx,Fake Tears,TM
Shinx,Fire Fang,TM
Shinx,Helping Hand,TM
Shinx,Ice Fang,TM
Shinx,Light Screen,TM
Shinx,Play Rough,TM
Shinx,Protect,TM
Shinx,Psychic Fangs,TM
Shinx,Rain Dance,TM
Shinx,Rest,TM
Shinx,Scary Face,TM
Shinx,Sleep Talk,TM
Shinx,Snarl,TM
Shinx,Substitute,TM
Shinx,Sunny Day,TM
Shinx,Swift,TM
Shinx,Take Down,TM
Shinx,Tera Blast,TM
Shinx,Thief,TM
Shinx,Thunder,TM
Shinx,Thunderbolt,TM
Shinx,Thunder Fang,TM
Shinx,Thunder Wave,TM
Shinx,Trailblaze,TM
Shinx,Volt Switch,TM
Shinx,Wild Charge,TM
Shinx,Baby-Doll Eyes,egg move
Shinx,Double Kick,egg move
Shinx,Howl,egg move
Shinx,Night Slash,egg move
Shinx,Quick Attack,egg move
Shinx,Shock Wave,egg move
Shinx,Take Down,egg move
Shinx,Attract,Past generation only
Shinx,Captivate,Past generation only
Shinx,Confide,Past generation only
Shinx,Double Team,Past generation only
Shinx,Flash,Past generation only
Shinx,Frustration,Past generation only
Shinx,Fury Cutter,Past generation only
Shinx,Headbutt,Past generation only
Shinx,Hidden Power,Past generation only
Shinx,Iron Tail,Past generation only
Shinx,Magnet Rise,Past generation only
Shinx,Mud-Slap,Past generation only
Shinx,Natural Gift,Past generation only
Shinx,Return,Past generation only
Shinx,Rising Voltage,Past generation only
Shinx,Round,Past generation only
Shinx,Secret Power,Past generation only
Shinx,Signal Beam,Past generation only
Shinx,Snore,Past generation only
Shinx,Strength,Past generation only
Shinx,Toxic,Past generation only
Luxio,Charge,level 1
Luxio,Leer,level 1
Luxio,Tackle,level 1
Luxio,Thunder Shock,level 1
Luxio,Bite,level 12
Luxio,Spark,level 18
Luxio,Roar,level 24
Luxio,Volt Switch,level 31
Luxio,Scary Face,level 36
Luxio,Thunder Wave,level 42
Luxio,Crunch,level 48
Luxio,Discharge,level 54
Luxio,Swagger,level 60
Luxio,Wild Charge,level 68
Luxio,Charge Beam,TM
Luxio,Confuse Ray,TM
Luxio,Crunch,TM
Luxio,Eerie Impulse,TM
Luxio,Electric Terrain,TM
Luxio,Electro Ball,TM
Luxio,Endure,TM
Luxio,Facade,TM
Luxio,Fake Tears,TM
Luxio,Fire Fang,TM
Luxio,Helping Hand,TM
Luxio,Ice Fang,TM
Luxio,Light Screen,TM
Luxio,Play Rough,TM
Luxio,Protect,TM
Luxio,Psychic Fangs,TM
Luxio,Rain Dance,TM
Luxio,Rest,TM
Luxio,Scary Face,TM
Luxio,Sleep Talk,TM
Luxio,Snarl,TM
Luxio,Substitute,TM
Luxio,Sunny Day,TM
Luxio,Swift,TM
Luxio,Take Down,TM
Luxio,Tera Blast,TM
Luxio,Thief,TM
Luxio,Thunder,TM
Luxio,Thunderbolt,TM
Luxio,Thunder Fang,TM
Luxio,Thunder Wave,TM
Luxio,Trailblaze,TM
Luxio,Volt Switch,TM
Luxio,Wild Charge,TM
Luxio,Baby-Doll Eyes,egg move
Luxio,Double Kick,egg move
Luxio,Howl,egg move
Luxio,Night Slash,egg move
Luxio,Quick Attack,egg move
Luxio,Shock Wave,egg move
Luxio,Take Down,egg move
Luxio,Attract,Past generation only
Luxio,Captivate,Past generation only
Luxio,Confide,Past generation only
Luxio,Double Team,Past generation only
Luxio,Flash,Past generation only
Luxio,Frustration,Past generation only
Luxio,Fury Cutter,Past generation only
Luxio,Headbutt,Past generation only
Luxio,Hidden Power,Past generation only
Luxio,Iron Tail,Past generation only
Luxio,Magnet Rise,Past generation only
Luxio,Mud-Slap,Past generation only
Luxio,Natural Gift,Past generation only
Luxio,Return,Past generation only
Luxio,Rising Voltage,Past generation only
Luxio,Round,Past generation only
Luxio,Secret Power,Past generation only
Luxio,Signal Beam,Past generation only
Luxio,Snore,Past generation only
Luxio,Strength,Past generation only
Luxio,Toxic,Past generation only
Luxray,Charge,level 1
Luxray,Electric Terrain,level 1
Luxray,Leer,level 1
Luxray,Tackle,level 1
Luxray,Thunder Shock,level 1
Luxray,Bite,level 12
Luxray,Spark,level 18
Luxray,Roar,level 24
Luxray,Volt Switch,level 33
Luxray,Scary Face,level 40
Luxray,Thunder Wave,level 48
Luxray,Crunch,level 56
Luxray,Discharge,level 64
Luxray,Swagger,level 72
Luxray,Wild Charge,level 80
Luxray,Agility,TM
Luxray,Body Slam,TM
Luxray,Charge Beam,TM
Luxray,Confuse Ray,TM
Luxray,Crunch,TM
Luxray,Eerie Impulse,TM
Luxray,Electric Terrain,TM
Luxray,Electro Ball,TM
Luxray,Endure,TM
Luxray,Facade,TM
Luxray,Fake Tears,TM
Luxray,Fire Fang,TM
Luxray,Giga Impact,TM
Luxray,Helping Hand,TM
Luxray,Hyper Beam,TM
Luxray,Ice Fang,TM
Luxray,Light Screen,TM
Luxray,Play Rough,TM
Luxray,Protect,TM
Luxray,Psychic Fangs,TM
Luxray,Rain Dance,TM
Luxray,Rest,TM
Luxray,Scary Face,TM
Luxray,Sleep Talk,TM
Luxray,Snarl,TM
Luxray,Substitute,TM
Luxray,Sunny Day,TM
Luxray,Swift,TM
Luxray,Take Down,TM
Luxray,Tera Blast,TM
Luxray,Thief,TM
Luxray,Thunder,TM
Luxray,Thunderbolt,TM
Luxray,Thunder Fang,TM
Luxray,Thunder Wave,TM
Luxray,Trailblaze,TM
Luxray,Volt Switch,TM
Luxray,Wild Charge,TM
Luxray,Baby-Doll Eyes,egg move
Luxray,Double Kick,egg move
Luxray,Howl,egg move
Luxray,Night Slash,egg move
Luxray,Quick Attack,egg move
Luxray,Shock Wave,egg move
Luxray,Take Down,egg move
Luxray,Attract,Past generation only
Luxray,Captivate,Past generation only
Luxray,Confide,Past generation only
Luxray,Double Team,Past generation only
Luxray,Flash,Past generation only
Luxray,Frustration,Past generation only
Luxray,Fury Cutter,Past generation only
Luxray,Headbutt,Past generation only
Luxray,Hidden Power,Past generation only
Luxray,Iron Tail,Past generation only
Luxray,Laser Focus,Past generation only
Luxray,Magnet Rise,Past generation only
Luxray,Mud-Slap,Past generation only
Luxray,Natural Gift,Past generation only
Luxray,Return,Past generation only
Luxray,Rising Voltage,Past generation only
Luxray,Round,Past generation only
Luxray,Secret Power,Past generation only
Luxray,Signal Beam,Past generation only
Luxray,Snore,Past generation only
Luxray,Strength,Past generation only
Luxray,Superpower,Past generation only
Luxray,Throat Chop,Past generation only
Luxray,Toxic,Past generation only
Budew,Absorb,level 1
Budew,Growth,level 1
Budew,Stun Spore,level 1
Budew,Worry Seed,level 1
Budew,Attract,TM
Budew,Bullet Seed,TM
Budew,Dazzling Gleam,TM
Budew,Endure,TM
Budew,Energy Ball,TM
Budew,Facade,TM
Budew,Giga Drain,TM
Budew,Grass Knot,TM
Budew,Leaf Storm,TM
Budew,Pin Missile,TM
Budew,Protect,TM
Budew,Rain Dance,TM
Budew,Rest,TM
Budew,Round,TM
Budew,Seed Bomb,TM
Budew,Shadow Ball,TM
Budew,Sleep Talk,TM
Budew,Sludge Bomb,TM
Budew,Snore,TM
Budew,Solar Beam,TM
Budew,Spikes,TM
Budew,Substitute,TM
Budew,Sunny Day,TM
Budew,Swift,TM
Budew,Swords Dance,TM
Budew,Uproar,TM
Budew,Venoshock,TM
Budew,Weather Ball,TM
Budew,Grassy Glide,move tutor
Budew,Cotton Spore,egg move
Budew,Extrasensory,egg move
Budew,Life Dew,egg move
Budew,Razor Leaf,egg move
Budew,Sleep Powder,egg move
Budew,Synthesis,egg move
Budew,Captivate,Past generation only
Budew,Confide,Past generation only
Budew,Covet,Past generation only
Budew,Cut,Past generation only
Budew,Double Team,Past generation only
Budew,Flash,Past generation only
Budew,Frustration,Past generation only
Budew,Grass Whistle,Past generation only
Budew,Hidden Power,Past generation only
Budew,Mega Drain,Past generation only
Budew,Mind Reader,Past generation only
Budew,Mud-Slap,Past generation only
Budew,Natural Gift,Past generation only
Budew,Nature Power,Past generation only
Budew,Psych Up,Past generation only
Budew,Return,Past generation only
Budew,Secret Power,Past generation only
Budew,Swagger,Past generation only
Budew,Toxic,Past generation only
Budew,Water Sport,Past generation only
Roserade,Absorb,level 1
Roserade,Aromatherapy,level 1
Roserade,Giga Drain,level 1
Roserade,Grassy Terrain,level 1
Roserade,Growth,level 1
Roserade,Ingrain,level 1
Roserade,Leech Seed,level 1
Roserade,Magical Leaf,level 1
Roserade,Mega Drain,level 1
Roserade,Petal Blizzard,level 1
Roserade,Petal Dance,level 1
Roserade,Poison Sting,level 1
Roserade,Stun Spore,level 1
Roserade,Sweet Scent,level 1
Roserade,Synthesis,level 1
Roserade,Toxic,level 1
Roserade,Toxic Spikes,level 1
Roserade,Venom Drench,level 1
Roserade,Worry Seed,level 1
Roserade,Attract,TM
Roserade,Body Slam,TM
Roserade,Bullet Seed,TM
Roserade,Dazzling Gleam,TM
Roserade,Endure,TM
Roserade,Energy Ball,TM
Roserade,Facade,TM
Roserade,Giga Drain,TM
Roserade,Giga Impact,TM
Roserade,Grass Knot,TM
Roserade,Grassy Terrain,TM
Roserade,Hyper Beam,TM
Roserade,Leaf Storm,TM
Roserade,Magical Leaf,TM
Roserade,Pin Missile,TM
Roserade,Poison Jab,TM
Roserade,Power Whip,TM
Roserade,Protect,TM
Roserade,Rain Dance,TM
Roserade,Rest,TM
Roserade,Round,TM
Roserade,Seed Bomb,TM
Roserade,Shadow Ball,TM
Roserade,Sleep Talk,TM
Roserade,Sludge Bomb,TM
Roserade,Snore,TM
Roserade,Solar Beam,TM
Roserade,Spikes,TM
Roserade,Substitute,TM
Roserade,Sunny Day,TM
Roserade,Swift,TM
Roserade,Swords Dance,TM
Roserade,Toxic Spikes,TM
Roserade,Uproar,TM
Roserade,Venom Drench,TM
Roserade,Venoshock,TM
Roserade,Weather Ball,TM
Roserade,Grassy Glide,move tutor
Roserade,Cotton Spore,egg move
Roserade,Extrasensory,egg move
Roserade,Life Dew,egg move
Roserade,Razor Leaf,egg move
Roserade,Sleep Powder,egg move
Roserade,Synthesis,egg move
Roserade,Absorb,Event
Roserade,Grass Whistle,Event
Roserade,Growth,Event
Roserade,Leech Seed,Event
Roserade,Magical Leaf,Event
Roserade,Poison Sting,Event
Roserade,Sweet Kiss,Event
Roserade,Captivate,Past generation only
Roserade,Confide,Past generation only
Roserade,Covet,Past generation only
Roserade,Cut,Past generation only
Roserade,Double Team,Past generation only
Roserade,Flash,Past generation only
Roserade,Frustration,Past generation only
Roserade,Fury Cutter,Past generation only
Roserade,Hidden Power,Past generation only
Roserade,Laser Focus,Past generation only
Roserade,Mud-Slap,Past generation only
Roserade,Natural Gift,Past generation only
Roserade,Nature Power,Past generation only
Roserade,Psych Up,Past generation only
Roserade,Return,Past generation only
Roserade,Secret Power,Past generation only
Roserade,Swagger,Past generation only
Cranidos,Headbutt,level 1
Cranidos,Leer,level 1
Cranidos,Focus Energy,level 6
Cranidos,Pursuit,level 10
Cranidos,Take Down,level 15
Cranidos,Scary Face,level 19
Cranidos,Assurance,level 24
Cranidos,Chip Away,level 28
Cranidos,Ancient Power,level 33
Cranidos,Zen Headbutt,level 37
Cranidos,Screech,level 42
Cranidos,Head Smash,level 46
Cranidos,Attract,TM
Cranidos,Blizzard,TM
Cranidos,Bulldoze,TM
Cranidos,Confide,TM
Cranidos,Double Team,TM
Cranidos,Earthquake,TM
Cranidos,Facade,TM
Cranidos,Fire Blast,TM
Cranidos,Flamethrower,TM
Cranidos,Fling,TM
Cranidos,Frustration,TM
Cranidos,Hidden Power,TM
Cranidos,Ice Beam,TM
Cranidos,Payback,TM
Cranidos,Protect,TM
Cranidos,Rain Dance,TM
Cranidos,Rest,TM
Cranidos,Return,TM
Cranidos,Roar,TM
Cranidos,Rock Polish,TM
Cranidos,Rock Slide,TM
Cranidos,Rock Tomb,TM
Cranidos,Round,TM
Cranidos,Sandstorm,TM
Cranidos,Sleep Talk,TM
Cranidos,Smack Down,TM
Cranidos,Stone Edge,TM
Cranidos,Substitute,TM
Cranidos,Sunny Day,TM
Cranidos,Swagger,TM
Cranidos,Swords Dance,TM
Cranidos,Thief,TM
Cranidos,Thunder,TM
Cranidos,Thunderbolt,TM
Cranidos,Toxic,TM
Cranidos,Dragon Pulse,move tutor
Cranidos,Earth Power,move tutor
Cranidos,Endeavor,move tutor
Cranidos,Fire Punch,move tutor
Cranidos,Iron Head,move tutor
Cranidos,Iron Tail,move tutor
Cranidos,Shock Wave,move tutor
Cranidos,Snore,move tutor
Cranidos,Spite,move tutor
Cranidos,Stealth Rock,move tutor
Cranidos,Superpower,move tutor
Cranidos,Thunder Punch,move tutor
Cranidos,Uproar,move tutor
Cranidos,Zen Headbutt,move tutor
Cranidos,Crunch,egg move
Cranidos,Curse,egg move
Cranidos,Double-Edge,egg move
Cranidos,Hammer Arm,egg move
Cranidos,Iron Head,egg move
Cranidos,Iron Tail,egg move
Cranidos,Leer,egg move
Cranidos,Slam,egg move
Cranidos,Stomp,egg move
Cranidos,Thrash,egg move
Cranidos,Whirlwind,egg move
Cranidos,Crunch,Event
Cranidos,Headbutt,Event
Cranidos,Pursuit,Event
Cranidos,Take Down,Event
Cranidos,Captivate,Past generation only
Cranidos,Dig,Past generation only
Cranidos,Endure,Past generation only
Cranidos,Incinerate,Past generation only
Cranidos,Mud-Slap,Past generation only
Cranidos,Natural Gift,Past generation only
Cranidos,Power-Up Punch,Past generation only
Cranidos,Rock Climb,Past generation only
Cranidos,Rock Smash,Past generation only
Cranidos,Secret Power,Past generation only
Cranidos,Strength,Past generation only
Rampardos,Endeavor,level 1
Rampardos,Focus Energy,level 1
Rampardos,Headbutt,level 1
Rampardos,Leer,level 1
Rampardos,Pursuit,level 1
Rampardos,Take Down,level 15
Rampardos,Scary Face,level 19
Rampardos,Assurance,level 24
Rampardos,Chip Away,level 28
Rampardos,Ancient Power,level 36
Rampardos,Zen Headbutt,level 43
Rampardos,Screech,level 51
Rampardos,Head Smash,level 58
Rampardos,Attract,TM
Rampardos,Blizzard,TM
Rampardos,Brick Break,TM
Rampardos,Bulldoze,TM
Rampardos,Confide,TM
Rampardos,Double Team,TM
Rampardos,Dragon Tail,TM
Rampardos,Earthquake,TM
Rampardos,Facade,TM
Rampardos,Fire Blast,TM
Rampardos,Flamethrower,TM
Rampardos,Fling,TM
Rampardos,Focus Blast,TM
Rampardos,Frustration,TM
Rampardos,Giga Impact,TM
Rampardos,Hidden Power,TM
Rampardos,Hyper Beam,TM
Rampardos,Ice Beam,TM
Rampardos,Payback,TM
Rampardos,Protect,TM
Rampardos,Rain Dance,TM
Rampardos,Rest,TM
Rampardos,Return,TM
Rampardos,Roar,TM
Rampardos,Rock Polish,TM
Rampardos,Rock Slide,TM
Rampardos,Rock Tomb,TM
Rampardos,Round,TM
Rampardos,Sandstorm,TM
Rampardos,Sleep Talk,TM
Rampardos,Smack Down,TM
Rampardos,Stone Edge,TM
Rampardos,Substitute,TM
Rampardos,Sunny Day,TM
Rampardos,Surf,TM
Rampardos,Swagger,TM
Rampardos,Swords Dance,TM
Rampardos,Thief,TM
Rampardos,Thunder,TM
Rampardos,Thunderbolt,TM
Rampardos,Toxic,TM
Rampardos,Dragon Pulse,move tutor
Rampardos,Earth Power,move tutor
Rampardos,Endeavor,move tutor
Rampardos,Fire Punch,move tutor
Rampardos,Focus Punch,move tutor
Rampardos,Iron Head,move tutor
Rampardos,Iron Tail,move tutor
Rampardos,Laser Focus,move tutor
Rampardos,Outrage,move tutor
Rampardos,Pain Split,move tutor
Rampardos,Shock Wave,move tutor
Rampardos,Snore,move tutor
Rampardos,Spite,move tutor
Rampardos,Stealth Rock,move tutor
Rampardos,Stomping Tantrum,move tutor
Rampardos,Superpower,move tutor
Rampardos,Thunder Punch,move tutor
Rampardos,Uproar,move tutor
Rampardos,Zen Headbutt,move tutor
Rampardos,Crunch,egg move
Rampardos,Curse,egg move
Rampardos,Double-Edge,egg move
Rampardos,Hammer Arm,egg move
Rampardos,Iron Head,egg move
Rampardos,Iron Tail,egg move
Rampardos,Leer,egg move
Rampardos,Slam,egg move
Rampardos,Stomp,egg move
Rampardos,Thrash,egg move
Rampardos,Whirlwind,egg move
Rampardos,Crunch,Event
Rampardos,Headbutt,Event
Rampardos,Pursuit,Event
Rampardos,Take Down,Event
Rampardos,Avalanche,Past generation only
Rampardos,Captivate,Past generation only
Rampardos,Cut,Past generation only
Rampardos,Dig,Past generation only
Rampardos,Endure,Past generation only
Rampardos,Incinerate,Past generation only
Rampardos,Mud-Slap,Past generation only
Rampardos,Natural Gift,Past generation only
Rampardos,Power-Up Punch,Past generation only
Rampardos,Rock Climb,Past generation only
Rampardos,Rock Smash,Past generation only
Rampardos,Secret Power,Past generation only
Rampardos,Strength,Past generation only
Rampardos,Whirlpool,Past generation only
Shieldon,Protect,level 1
Shieldon,Tackle,level 1
Shieldon,Taunt,level 6
Shieldon,Metal Sound,level 10
Shieldon,Take Down,level 15
Shieldon,Iron Defense,level 19
Shieldon,Swagger,level 24
Shieldon,Ancient Power,level 28
Shieldon,Endure,level 33
Shieldon,Metal Burst,level 37
Shieldon,Iron Head,level 42
Shieldon,Heavy Slam,level 46
Shieldon,Attract,TM
Shieldon,Blizzard,TM
Shieldon,Bulldoze,TM
Shieldon,Confide,TM
Shieldon,Double Team,TM
Shieldon,Earthquake,TM
Shieldon,Facade,TM
Shieldon,Fire Blast,TM
Shieldon,Flamethrower,TM
Shieldon,Flash Cannon,TM
Shieldon,Frustration,TM
Shieldon,Hidden Power,TM
Shieldon,Ice Beam,TM
Shieldon,Protect,TM
Shieldon,Rain Dance,TM
Shieldon,Rest,TM
Shieldon,Return,TM
Shieldon,Roar,TM
Shieldon,Rock Polish,TM
Shieldon,Rock Slide,TM
Shieldon,Rock Tomb,TM
Shieldon,Round,TM
Shieldon,Sandstorm,TM
Shieldon,Sleep Talk,TM
Shieldon,Smack Down,TM
Shieldon,Stone Edge,TM
Shieldon,Substitute,TM
Shieldon,Sunny Day,TM
Shieldon,Swagger,TM
Shieldon,Taunt,TM
Shieldon,Thunder,TM
Shieldon,Thunderbolt,TM
Shieldon,Torment,TM
Shieldon,Toxic,TM
Shieldon,Earth Power,move tutor
Shieldon,Iron Defense,move tutor
Shieldon,Iron Head,move tutor
Shieldon,Iron Tail,move tutor
Shieldon,Magnet Rise,move tutor
Shieldon,Shock Wave,move tutor
Shieldon,Snore,move tutor
Shieldon,Stealth Rock,move tutor
Shieldon,Body Slam,egg move
Shieldon,Counter,egg move
Shieldon,Curse,egg move
Shieldon,Double-Edge,egg move
Shieldon,Fissure,egg move
Shieldon,Focus Energy,egg move
Shieldon,Guard Split,egg move
Shieldon,Headbutt,egg move
Shieldon,Rock Blast,egg move
Shieldon,Scary Face,egg move
Shieldon,Screech,egg move
Shieldon,Stealth Rock,egg move
Shieldon,Wide Guard,egg move
Shieldon,Body Slam,Event
Shieldon,Metal Sound,Event
Shieldon,Protect,Event
Shieldon,Take Down,Event
Shieldon,Captivate,Past generation only
Shieldon,Dig,Past generation only
Shieldon,Incinerate,Past generation only
Shieldon,Mud-Slap,Past generation only
Shieldon,Natural Gift,Past generation only
Shieldon,Rock Smash,Past generation only
Shieldon,Secret Power,Past generation only
Shieldon,Strength,Past generation only
Bastiodon,Block,level 1
Bastiodon,Metal Sound,level 1
Bastiodon,Protect,level 1
Bastiodon,Tackle,level 1
Bastiodon,Taunt,level 1
Bastiodon,Take Down,level 15
Bastiodon,Iron Defense,level 19
Bastiodon,Swagger,level 24
Bastiodon,Ancient Power,level 28
Bastiodon,Endure,level 36
Bastiodon,Metal Burst,level 43
Bastiodon,Iron Head,level 51
Bastiodon,Heavy Slam,level 58
Bastiodon,Attract,TM
Bastiodon,Blizzard,TM
Bastiodon,Bulldoze,TM
Bastiodon,Confide,TM
Bastiodon,Double Team,TM
Bastiodon,Earthquake,TM
Bastiodon,Facade,TM
Bastiodon,Fire Blast,TM
Bastiodon,Flamethrower,TM
Bastiodon,Flash Cannon,TM
Bastiodon,Frustration,TM
Bastiodon,Giga Impact,TM
Bastiodon,Hidden Power,TM
Bastiodon,Hyper Beam,TM
Bastiodon,Ice Beam,TM
Bastiodon,Protect,TM
Bastiodon,Rain Dance,TM
Bastiodon,Rest,TM
Bastiodon,Return,TM
Bastiodon,Roar,TM
Bastiodon,Rock Polish,TM
Bastiodon,Rock Slide,TM
Bastiodon,Rock Tomb,TM
Bastiodon,Round,TM
Bastiodon,Sandstorm,TM
Bastiodon,Sleep Talk,TM
Bastiodon,Smack Down,TM
Bastiodon,Stone Edge,TM
Bastiodon,Substitute,TM
Bastiodon,Sunny Day,TM
Bastiodon,Swagger,TM
Bastiodon,Taunt,TM
Bastiodon,Thunder,TM
Bastiodon,Thunderbolt,TM
Bastiodon,Torment,TM
Bastiodon,Toxic,TM
Bastiodon,Block,move tutor
Bastiodon,Earth Power,move tutor
Bastiodon,Iron Defense,move tutor
Bastiodon,Iron Head,move tutor
Bastiodon,Iron Tail,move tutor
Bastiodon,Magic Coat,move tutor
Bastiodon,Magnet Rise,move tutor
Bastiodon,Outrage,move tutor
Bastiodon,Shock Wave,move tutor
Bastiodon,Snore,move tutor
Bastiodon,Stealth Rock,move tutor
Bastiodon,Stomping Tantrum,move tutor
Bastiodon,Body Slam,egg move
Bastiodon,Counter,egg move
Bastiodon,Curse,egg move
Bastiodon,Double-Edge,egg move
Bastiodon,Fissure,egg move
Bastiodon,Focus Energy,egg move
Bastiodon,Guard Split,egg move
Bastiodon,Headbutt,egg move
Bastiodon,Rock Blast,egg move
Bastiodon,Scary Face,egg move
Bastiodon,Screech,egg move
Bastiodon,Stealth Rock,egg move
Bastiodon,Wide Guard,egg move
Bastiodon,Body Slam,Event
Bastiodon,Metal Sound,Event
Bastiodon,Protect,Event
Bastiodon,Take Down,Event
Bastiodon,Avalanche,Past generation only
Bastiodon,Captivate,Past generation only
Bastiodon,Dig,Past generation only
Bastiodon,Incinerate,Past generation only
Bastiodon,Mud-Slap,Past generation only
Bastiodon,Natural Gift,Past generation only
Bastiodon,Rock Smash,Past generation only
Bastiodon,Secret Power,Past generation only
Bastiodon,Strength,Past generation only
Burmy,Protect,level 1
Burmy,Tackle,level 10
Burmy,Bug Bite,level 15
Burmy,Hidden Power,level 20
Burmy,Hidden Power,TM
Burmy,Protect,TM
Burmy,Bug Bite,move tutor
Burmy,Electroweb,move tutor
Burmy,Snore,move tutor
Burmy,String Shot,Past generation only
Wormadam,Bug Bite,level 1
Wormadam,Protect,level 1
Wormadam,Quiver Dance,level 1
Wormadam,Sucker Punch,level 1
Wormadam,Tackle,level 1
Wormadam,Hidden Power,level 20
Wormadam,Confusion,level 23
Wormadam,Razor Leaf,level 26
Wormadam,Growth,level 29
Wormadam,Psybeam,level 32
Wormadam,Captivate,level 35
Wormadam,Flail,level 38
Wormadam,Attract,level 41
Wormadam,Psychic,level 44
Wormadam,Leaf Storm,level 47
Wormadam,Bug Buzz,level 50
Wormadam,Attract,TM
Wormadam,Confide,TM
Wormadam,Double Team,TM
Wormadam,Dream Eater,TM
Wormadam,Energy Ball,TM
Wormadam,Facade,TM
Wormadam,Frustration,TM
Wormadam,Giga Impact,TM
Wormadam,Grass Knot,TM
Wormadam,Hidden Power,TM
Wormadam,Hyper Beam,TM
Wormadam,Infestation,TM
Wormadam,Protect,TM
Wormadam,Psychic,TM
Wormadam,Psych Up,TM
Wormadam,Rain Dance,TM
Wormadam,Rest,TM
Wormadam,Return,TM
Wormadam,Round,TM
Wormadam,Safeguard,TM
Wormadam,Shadow Ball,TM
Wormadam,Sleep Talk,TM
Wormadam,Solar Beam,TM
Wormadam,Substitute,TM
Wormadam,Sunny Day,TM
Wormadam,Swagger,TM
Wormadam,Thief,TM
Wormadam,Toxic,TM
Wormadam,Venoshock,TM
Wormadam,Ally Switch,move tutor
Wormadam,Bug Bite,move tutor
Wormadam,Electroweb,move tutor
Wormadam,Endeavor,move tutor
Wormadam,Giga Drain,move tutor
Wormadam,Seed Bomb,move tutor
Wormadam,Signal Beam,move tutor
Wormadam,Skill Swap,move tutor
Wormadam,Snore,move tutor
Wormadam,Synthesis,move tutor
Wormadam,Telekinesis,move tutor
Wormadam,Uproar,move tutor
Wormadam,Worry Seed,move tutor
Wormadam,Bullet Seed,Past generation only
Wormadam,Endure,Past generation only
Wormadam,Flash,Past generation only
Wormadam,Natural Gift,Past generation only
Wormadam,Secret Power,Past generation only
Wormadam,String Shot,Past generation only
Wormadam,Struggle Bug,Past generation only
Mothim,Bug Bite,level 1
Mothim,Protect,level 1
Mothim,Quiver Dance,level 1
Mothim,Tackle,level 1
